"id"	"url"	"name"	"species"	"revision"	"authors"	"last"	"communities"	"ontologies"
"WP2839"	"https://www.wikipathways.org/index.php/Pathway:WP2839"	"Hair follicle development: organogenesis - part 2 of 3"	"Homo sapiens"	"117746"	"Danieltrinunes, Egonw, MaintBot, AlexanderPico, Jmelius, Khanspers, DeSl, Eweitz"	2021-05-22	"CIRM_Related"	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology|;|- id: CL:0002559|,|  value: hair follicle cell|,|  type: Cell Type"
"WP2840"	"https://www.wikipathways.org/index.php/Pathway:WP2840"	"Hair follicle development: cytodifferentiation - part 3 of 3"	"Homo sapiens"	"117745"	"Danieltrinunes, Egonw, MaintBot, Jmelius, Fehrhart, Khanspers, Laurent, DeSl, Eweitz"	2021-05-22	"CIRM_Related"	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2841"	"https://www.wikipathways.org/index.php/Pathway:WP2841"	"Focal adhesion: PI3K-Akt-mTOR signaling pathway"	"Mus musculus"	"116712"	"Zgan, Khanspers, MaintBot, Egonw, Jmelius, Mkutmon, DeSl, Marvin M2, Eweitz"	2021-05-11	""	"- id: PW:0000180|,|  value: mTOR signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000595|,|  value: phosphatidylinositol 3-kinase signaling pathway|,|  type: Pathway Ontology"
"WP2846"	"https://www.wikipathways.org/index.php/Pathway:WP2846"	"PCSK9-mediated LDL receptor degradation"	"Homo sapiens"	"116729"	"Susan, MaintBot, Fehrhart, Evelo, AlexanderPico, Eweitz"	2021-05-11	""	"- id: PW:0000482|,|  value: lipoprotein metabolic pathway|,|  type: Pathway Ontology"
"WP2848"	"https://www.wikipathways.org/index.php/Pathway:WP2848"	"Pluripotent stem cell differentiation pathway"	"Homo sapiens"	"117095"	"Nsalomonis, Khanspers, AlexanderPico, Egonw, MaintBot, Zari, Susan, DeSl, Ddigles, Fehrhart, Eweitz"	2021-05-17	"CIRM_Related"	"- id: CL:0000034|,|  value: stem cell|,|  type: Cell Type|;|- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2849"	"https://www.wikipathways.org/index.php/Pathway:WP2849"	"Hematopoietic stem cell differentiation"	"Homo sapiens"	"117150"	"AlexanderPico, BeverlyTorokStorb, Nsalomonis, DanielKuppers, Nohj, Xiusim, DebFrench, Jseita, Khanspers, MaintBot, Fehrhart, Mkutmon, WRoth, Eweitz"	2021-05-18	"CIRM_Related"	"- id: CL:0002246|,|  value: peripheral blood stem cell|,|  type: Cell Type|;|- id: PW:0000512|,|  value: Interleukin mediated signaling pathway|,|  type: Pathway Ontology"
"WP2851"	"https://www.wikipathways.org/index.php/Pathway:WP2851"	"Ethylene signaling pathway"	"Arabidopsis thaliana"	"93086"	"Mkutmon, Susan, DeSl"	2017-07-28	""	"- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology"
"WP2852"	"https://www.wikipathways.org/index.php/Pathway:WP2852"	"Gene regulatory network modelling somitogenesis "	"Mus musculus"	"87526"	"Mkutmon, Khanspers, AlexanderPico"	2016-07-25	"CIRM_Related"	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2853"	"https://www.wikipathways.org/index.php/Pathway:WP2853"	"Endoderm differentiation"	"Homo sapiens"	"116557"	"Nsalomonis, Egonw, MaintBot, Mkutmon, Khanspers, AlexanderPico, Fehrhart, Susan, Eweitz"	2021-05-07	"CIRM_Related"	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2854"	"https://www.wikipathways.org/index.php/Pathway:WP2854"	"Gene regulatory network modelling somitogenesis "	"Homo sapiens"	"106431"	"Nsalomonis, Zari, AlexanderPico, Khanspers"	2019-08-28	"CIRM_Related"	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2855"	"https://www.wikipathways.org/index.php/Pathway:WP2855"	"Dopaminergic neurogenesis"	"Homo sapiens"	"117704"	"Nsalomonis, Egonw, Khanspers, Susan, MaintBot, Eweitz"	2021-05-22	"CIRM_Related"	"- id: PW:0000394|,|  value: dopamine signaling pathway|,|  type: Pathway Ontology"
"WP2857"	"https://www.wikipathways.org/index.php/Pathway:WP2857"	"Mesodermal commitment pathway"	"Homo sapiens"	"118395"	"Nsalomonis, MaintBot, Khanspers, Mshel016, Mkutmon, Elisa, Egonw, Marvin M2, Eweitz"	2021-05-27	"CIRM_Related"	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2858"	"https://www.wikipathways.org/index.php/Pathway:WP2858"	"Ectoderm differentiation"	"Homo sapiens"	"116763"	"Nsalomonis, Egonw, MaintBot, Zari, Khanspers, Fehrhart, Susan, Mkutmon, Marvin M2, Eweitz"	2021-05-12	"CIRM_Related"	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2859"	"https://www.wikipathways.org/index.php/Pathway:WP2859"	"Primary carbon metabolism"	"Populus trichocarpa"	"117379"	"Anwesha, Sbohler, MaintBot, Jmelius, Fehrhart, Eweitz"	2021-05-21	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP2860"	"https://www.wikipathways.org/index.php/Pathway:WP2860"	"Calvin cycle"	"Populus trichocarpa"	"102771"	"Anwesha, Sbohler, Mkutmon, Egonw"	2019-01-23	""	"- id: PW:0000056|,|  value: photosynthesis pathway|,|  type: Pathway Ontology"
"WP2861"	"https://www.wikipathways.org/index.php/Pathway:WP2861"	"Chloroplast electron transport chain"	"Populus trichocarpa"	"89174"	"Anwesha, Sbohler, MaintBot, Jmelius, Ariutta"	2016-08-23	""	"- id: PW:0000034|,|  value: electron transport chain pathway|,|  type: Pathway Ontology|;|- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP2862"	"https://www.wikipathways.org/index.php/Pathway:WP2862"	"Glycolysis"	"Populus trichocarpa"	"87569"	"Anwesha, Sbohler, AlexanderPico"	2016-07-25	""	"- id: PW:0000640|,|  value: glycolysis pathway|,|  type: Pathway Ontology|;|- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP2863"	"https://www.wikipathways.org/index.php/Pathway:WP2863"	"Krebs cycle"	"Populus trichocarpa"	"86962"	"Anwesha, Sbohler, Mkutmon"	2016-07-15	""	"- id: PW:0000026|,|  value: citric acid cycle pathway|,|  type: Pathway Ontology"
"WP2864"	"https://www.wikipathways.org/index.php/Pathway:WP2864"	"Apoptosis-related network due to altered Notch3 in ovarian cancer"	"Homo sapiens"	"108133"	"Khanspers, Zari, Fehrhart"	2019-11-29	""	"- id: DOID:193|,|  value: reproductive organ cancer|,|  type: Disease|;|- id: PW:0000009|,|  value: apoptotic cell death pathway|,|  type: Pathway Ontology|;|- id: PW:0000605|,|  value: cancer pathway|,|  type: Pathway Ontology"
"WP2865"	"https://www.wikipathways.org/index.php/Pathway:WP2865"	"IL1 and megakaryocytes in obesity"	"Homo sapiens"	"106600"	"Khanspers, MaintBot, MirellaKalafati, Jmelius, AMTan"	2019-09-10	""	"- id: DOID:654|,|  value: overnutrition|,|  type: Disease|;|- id: PW:0000540|,|  value: obesity disease pathway|,|  type: Pathway Ontology|;|- id: DOID:9970|,|  value: obesity|,|  type: Disease"
"WP2868"	"https://www.wikipathways.org/index.php/Pathway:WP2868"	"TCA cycle nutrient use and invasiveness of ovarian cancer"	"Homo sapiens"	"117183"	"Khanspers, Mkutmon, AlexanderPico, DeSl, MaintBot, Fehrhart, Eweitz"	2021-05-18	"CPTAC"	"- id: DOID:162|,|  value: cancer|,|  type: Disease|;|- id: PW:0001119|,|  value: altered citric acid cycle pathway|,|  type: Pathway Ontology|;|- id: PW:0000605|,|  value: cancer pathway|,|  type: Pathway Ontology|;|- id: DOID:2394|,|  value: ovarian cancer|,|  type: Disease"
"WP2869"	"https://www.wikipathways.org/index.php/Pathway:WP2869"	"Nutrient control of ribosomal gene expression"	"Saccharomyces cerevisiae"	"110881"	"Stacia, Bart Smeets, Mkutmon, MaintBot, Egonw"	2020-06-17	"SGD_Approved"	"- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2870"	"https://www.wikipathways.org/index.php/Pathway:WP2870"	"Extracellular vesicle-mediated signaling in recipient cells"	"Homo sapiens"	"106411"	"Khanspers, AlexanderPico, Zari, Susan"	2019-08-28	""	"- id: DOID:162|,|  value: cancer|,|  type: Disease|;|- id: DOID:863|,|  value: nervous system disease|,|  type: Disease|;|- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology"
"WP2872"	"https://www.wikipathways.org/index.php/Pathway:WP2872"	"White fat cell differentiation"	"Mus musculus"	"107201"	"Schwalie, MaintBot, Egonw, Bart Smeets, MirellaKalafati, Khanspers"	2019-09-17	""	"- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology|;|- id: CL:0000448|,|  value: white fat cell|,|  type: Cell Type"
"WP2873"	"https://www.wikipathways.org/index.php/Pathway:WP2873"	"Aryl hydrocarbon receptor pathway"	"Homo sapiens"	"117655"	"Riannefijten, MaintBot, Egonw, Khanspers, AlexanderPico, MirellaKalafati, DeSl, Eweitz"	2021-05-22	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology|;|- id: PW:0000370|,|  value: aryl hydrocarbon receptor signaling pathway|,|  type: Pathway Ontology"
"WP2874"	"https://www.wikipathways.org/index.php/Pathway:WP2874"	"Liver X receptor pathway"	"Homo sapiens"	"116465"	"Riannefijten, Egonw, MaintBot, Khanspers, Fehrhart, Mkutmon, Jmelius, AlexanderPico, Eweitz"	2021-05-07	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2875"	"https://www.wikipathways.org/index.php/Pathway:WP2875"	"Constitutive androstane receptor pathway"	"Homo sapiens"	"117690"	"Riannefijten, Egonw, MaintBot, Khanspers, Fehrhart, Mkutmon, Ariutta, AlexanderPico, Eweitz"	2021-05-22	""	"- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology"
"WP2876"	"https://www.wikipathways.org/index.php/Pathway:WP2876"	"Pregnane X receptor pathway"	"Homo sapiens"	"116466"	"Riannefijten, MaintBot, Khanspers, Egonw, Fehrhart, AlexanderPico, Eweitz"	2021-05-07	""	"- id: PW:0001229|,|  value: xenobiotic metabolic pathway|,|  type: Pathway Ontology"
"WP2877"	"https://www.wikipathways.org/index.php/Pathway:WP2877"	"Vitamin D receptor pathway"	"Homo sapiens"	"117854"	"Riannefijten, MaintBot, Khanspers, Fehrhart, Egonw, Kim de Nooijer, Mkutmon, AlexanderPico, Eweitz"	2021-05-22	""	"- id: PW:0001013|,|  value: vitamin D signaling pathway|,|  type: Pathway Ontology"
"WP2878"	"https://www.wikipathways.org/index.php/Pathway:WP2878"	"PPAR-alpha pathway"	"Homo sapiens"	"116507"	"Riannefijten, MaintBot, Egonw, Fehrhart, AlexanderPico, Khanspers, Eweitz"	2021-05-07	""	"- id: PW:0001355|,|  value: peroxisome proliferator-activated receptor signaling pathway|,|  type: Pathway Ontology"
"WP2879"	"https://www.wikipathways.org/index.php/Pathway:WP2879"	"Farnesoid X receptor pathway"	"Homo sapiens"	"116462"	"Riannefijten, MaintBot, Khanspers, Egonw, Fehrhart, Susan, AlexanderPico, Eweitz"	2021-05-07	""	"- id: PW:0001093|,|  value: bile acid signaling pathway|,|  type: Pathway Ontology"
"WP2880"	"https://www.wikipathways.org/index.php/Pathway:WP2880"	"Glucocorticoid receptor pathway"	"Homo sapiens"	"117734"	"Riannefijten, MaintBot, Khanspers, Fehrhart, Egonw, AlexanderPico, Eweitz"	2021-05-22	""	"- id: PW:0000782|,|  value: glucocorticoid signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology"
"WP2881"	"https://www.wikipathways.org/index.php/Pathway:WP2881"	"Estrogen receptor pathway"	"Homo sapiens"	"117716"	"Riannefijten, MaintBot, Khanspers, Fehrhart, Egonw, Susan, AlexanderPico, Eweitz"	2021-05-22	""	"- id: PW:0000507|,|  value: estrogen signaling pathway|,|  type: Pathway Ontology"
"WP2882"	"https://www.wikipathways.org/index.php/Pathway:WP2882"	"Nuclear receptors meta-pathway"	"Homo sapiens"	"117808"	"Riannefijten, MaintBot, Egonw, Fehrhart, Mkutmon, Elisa, Eweitz"	2021-05-22	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2884"	"https://www.wikipathways.org/index.php/Pathway:WP2884"	"NRF2 pathway"	"Homo sapiens"	"106658"	"Riannefijten, MaintBot, Bart Smeets, Fehrhart, Egonw, Zari, Mkutmon, Elisa, AlexanderPico, L Dupuis, Susan, Khanspers"	2019-09-12	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology|;|- id: PW:0000369|,|  value: nuclear factor, erythroid 2 like 2 signaling pathway|,|  type: Pathway Ontology"
"WP2886"	"https://www.wikipathways.org/index.php/Pathway:WP2886"	"Acetaminophen synthesis"	"Escherichia coli"	"106102"	"AlexanderPico, Bart Smeets, MaintBot"	2019-08-16	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology|;|- id: PW:0000754|,|  value: drug pathway|,|  type: Pathway Ontology|;|- id: PW:0001524|,|  value: paracetamol drug pathway|,|  type: Pathway Ontology"
"WP2888"	"https://www.wikipathways.org/index.php/Pathway:WP2888"	"Wnt signaling - Q neuroblast migration"	"Caenorhabditis elegans"	"118034"	"Cgrove, MaintBot, Mkutmon, Eweitz"	2021-05-23	""	"- id: PW:0000008|,|  value: Wnt signaling pathway|,|  type: Pathway Ontology"
"WP2889"	"https://www.wikipathways.org/index.php/Pathway:WP2889"	"Oxytocin signaling"	"Homo sapiens"	"107138"	"Monakhov82, Egonw, Bart Smeets, Evelo, AlexanderPico, Khettne, Fehrhart, MaintBot"	2019-09-17	""	"- id: PW:0000494|,|  value: oxytocin signaling pathway|,|  type: Pathway Ontology"
"WP2890"	"https://www.wikipathways.org/index.php/Pathway:WP2890"	"Growth hormone (GH) signaling"	"Bos taurus"	"117529"	"Zari, Mkutmon, Eweitz"	2021-05-21	""	"- id: PW:0000168|,|  value: growth factor signaling pathway|,|  type: Pathway Ontology"
"WP2891"	"https://www.wikipathways.org/index.php/Pathway:WP2891"	"Growth hormone receptor (GHR) signaling"	"Bos taurus"	"117530"	"Zari, Evelo, Khanspers, Jmelius, Eweitz"	2021-05-21	""	"- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology"
"WP2892"	"https://www.wikipathways.org/index.php/Pathway:WP2892"	"IGF-1 signaling"	"Bos taurus"	"117537"	"Zari, Mkutmon, Evelo, Egonw, Khanspers, Jmelius, Eweitz"	2021-05-21	""	"- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology"
"WP2895"	"https://www.wikipathways.org/index.php/Pathway:WP2895"	"Differentiation of white and brown adipocyte"	"Homo sapiens"	"118446"	"Mkutmon, Egonw, Susan, Eweitz, Marvin M2"	2021-05-27	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2901"	"https://www.wikipathways.org/index.php/Pathway:WP2901"	"Gonadotropin-releasing hormone (GnRH) signaling "	"Bos taurus"	"107056"	"Zari, Mkutmon, Egonw, Jmelius, MaintBot, AlexanderPico"	2019-09-17	""	"- id: CL:0011111|,|  value: gonadotropin releasing neuron|,|  type: Cell Type|;|- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology"
"WP2902"	"https://www.wikipathways.org/index.php/Pathway:WP2902"	"p53 signaling"	"Mus musculus"	"88290"	"Lindarieswijk, MaintBot, Egonw, Jmelius, Fehrhart"	2016-08-01	""	"- id: PW:0000718|,|  value: p53 signaling pathway|,|  type: Pathway Ontology"
"WP2904"	"https://www.wikipathways.org/index.php/Pathway:WP2904"	"miR302-367 promoting cardiomyocyte proliferation"	"Mus musculus"	"117927"	"Ariutta, Elisa, Eweitz"	2021-05-23	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology|;|- id: CL:0000746|,|  value: cardiac muscle cell|,|  type: Cell Type"
"WP1375"	"https://www.wikipathways.org/index.php/Pathway:WP1375"	"Polyol pathway"	"Danio rerio"	"106080"	"MaintBot, Fehrhart"	2019-08-16	""	"- id: PW:0001520|,|  value: polyol pathway|,|  type: Pathway Ontology"
"WP1355"	"https://www.wikipathways.org/index.php/Pathway:WP1355"	"One-carbon metabolism"	"Danio rerio"	"116584"	"MaintBot, Elisa, Egonw, Eweitz"	2021-05-08	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP1349"	"https://www.wikipathways.org/index.php/Pathway:WP1349"	"Wnt Signaling Pathway"	"Danio rerio"	"82353"	"MaintBot, Thomas, Ddigles, Egonw"	2015-09-27	""	"- id: PW:0000008|,|  value: Wnt signaling pathway|,|  type: Pathway Ontology"
"WP2908"	"https://www.wikipathways.org/index.php/Pathway:WP2908"	"Iron metabolism in placenta"	"Bos taurus"	"80898"	"MaintBot, Mkutmon"	2015-06-30	""	""
"WP2910"	"https://www.wikipathways.org/index.php/Pathway:WP2910"	"Mecp2 and associated Rett syndrome"	"Mus musculus"	"117915"	"Fehrhart, Egonw, AlexanderPico, Khanspers, Elisa, Teacup, Mkutmon, MaintBot, Eweitz"	2021-05-23	""	"- id: PW:0001251|,|  value: regulatory pathway pertinent to the brain|,|  type: Pathway Ontology|;|- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2911"	"https://www.wikipathways.org/index.php/Pathway:WP2911"	"miRNA targets in ECM and membrane receptors"	"Homo sapiens"	"105863"	"Khanspers, Fehrhart, MaintBot, Elisa, Mkutmon"	2019-08-15	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2912"	"https://www.wikipathways.org/index.php/Pathway:WP2912"	"Vascular smooth muscle contraction"	"Bos taurus"	"107057"	"Zari, Mkutmon, Jmelius, MirellaKalafati, MaintBot"	2019-09-17	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2811"	"https://www.wikipathways.org/index.php/Pathway:WP2811"	"mir219 in oligodendrocyte differentiation and myelination"	"Rattus norvegicus"	"117000"	"Khanspers, AlexanderPico, Mkutmon, Elisa, Eweitz"	2021-05-16	""	"- id: CL:0000540|,|  value: neuron|,|  type: Cell Type|;|- id: CL:0000468|,|  value: neuroglioblast|,|  type: Cell Type|;|- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2915"	"https://www.wikipathways.org/index.php/Pathway:WP2915"	"Role of lipid metabolism"	"Caenorhabditis elegans"	"118329"	"Kyook, Lindarieswijk, MaintBot, Eweitz, UlasBabayigit"	2021-05-27	"WormBase_Approved"	"- id: PW:0000010|,|  value: lipid metabolic pathway|,|  type: Pathway Ontology"
"WP2916"	"https://www.wikipathways.org/index.php/Pathway:WP2916"	"Interactome of polycomb repressive complex 2 (PRC2) "	"Homo sapiens"	"104425"	"Khanspers, MaintBot, Jmelius"	2019-05-24	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2918"	"https://www.wikipathways.org/index.php/Pathway:WP2918"	"Isoprenoid precursor biosynthesis in Pf apicoplasts"	"Plasmodium falciparum"	"117380"	"Egonw, AlexanderPico, Khanspers, DeSl, MaintBot, Eweitz"	2021-05-21	""	"- id: DOID:14067|,|  value: Plasmodium falciparum malaria|,|  type: Disease|;|- id: PW:0001051|,|  value: Plasmodium infection pathway|,|  type: Pathway Ontology"
"WP2928"	"https://www.wikipathways.org/index.php/Pathway:WP2928"	"miR-222 in exercise-induced cardiac growth"	"Mus musculus"	"118946"	"Khanspers, AlexanderPico, Elisa, Eweitz"	2021-06-04	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology|;|- id: CL:0000746|,|  value: cardiac muscle cell|,|  type: Cell Type|;|- id: PW:0000808|,|  value: microRNA pathway|,|  type: Pathway Ontology"
"WP2940"	"https://www.wikipathways.org/index.php/Pathway:WP2940"	"Polar auxin transport"	"Oryza sativa"	"117422"	"Pjaiswal, MaintBot, Fehrhart, DeSl, Teacup, Mkutmon, Eweitz"	2021-05-21	""	"- id: PW:0000465|,|  value: hormone signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000103|,|  value: transport pathway|,|  type: Pathway Ontology"
"WP2941"	"https://www.wikipathways.org/index.php/Pathway:WP2941"	"Polar auxin transport"	"Arabidopsis thaliana"	"118621"	"Pjaiswal, Khanspers, MaintBot, Fehrhart, Eweitz, Finterly"	2021-05-31	""	"- id: PW:0000465|,|  value: hormone signaling pathway|,|  type: Pathway Ontology|;|- id: PW:0000103|,|  value: transport pathway|,|  type: Pathway Ontology"
"WP2942"	"https://www.wikipathways.org/index.php/Pathway:WP2942"	"DDX1 as a regulatory component of the Drosha microprocessor"	"Homo sapiens"	"119083"	"Khanspers, Susan, MaintBot"	2021-06-17	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2943"	"https://www.wikipathways.org/index.php/Pathway:WP2943"	"Hypoxia-mediated EMT and stemness"	"Homo sapiens"	"117758"	"Khanspers, Susan, Jmelius, Eweitz"	2021-05-22	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology"
"WP2944"	"https://www.wikipathways.org/index.php/Pathway:WP2944"	"Cytokinin signaling"	"Arabidopsis thaliana"	"118618"	"Pjaiswal, Susan, Egonw, MaintBot, Mkutmon, Finterly"	2021-05-31	""	"- id: PW:0000465|,|  value: hormone signaling pathway|,|  type: Pathway Ontology"
"WP2945"	"https://www.wikipathways.org/index.php/Pathway:WP2945"	"Cytokinin-auxin interactions in plant development"	"Arabidopsis thaliana"	"118622"	"Pjaiswal, Susan, MaintBot, Eweitz, Finterly"	2021-05-31	""	"- id: PW:0000465|,|  value: hormone signaling pathway|,|  type: Pathway Ontology"
"WP3015"	"https://www.wikipathways.org/index.php/Pathway:WP3015"	"UDP-L-arabinose biosynthesis I from UDP-xylose"	"Arabidopsis thaliana"	"118606"	"Anwesha, Eweitz"	2021-05-28	""	"- id: PW:0000147|,|  value: metabolic pathway of secondary metabolites|,|  type: Pathway Ontology"
"WP3114"	"https://www.wikipathways.org/index.php/Pathway:WP3114"	"Cori cycle"	"Bos taurus"	"117493"	"Mkutmon, MaintBot, Eweitz"	2021-05-21	""	""
"WP3115"	"https://www.wikipathways.org/index.php/Pathway:WP3115"	"Serotonin receptor 2 and STAT3 signaling"	"Bos taurus"	"117602"	"Mkutmon, Egonw, Eweitz"	2021-05-21	""	""
"WP3116"	"https://www.wikipathways.org/index.php/Pathway:WP3116"	"Ovarian infertility"	"Bos taurus"	"116559"	"Mkutmon, Fehrhart, Eweitz"	2021-05-07	""	"- id: PW:0001699|,|  value: urogenital disease pathway|,|  type: Pathway Ontology|;|- id: CL:0000023|,|  value: oocyte|,|  type: Cell Type|;|- id: CL:0000501|,|  value: granulosa cell|,|  type: Cell Type|;|- id: DOID:5223|,|  value: infertility|,|  type: Disease"
"WP3117"	"https://www.wikipathways.org/index.php/Pathway:WP3117"	"Type II diabetes mellitus"	"Bos taurus"	"105918"	"Mkutmon, MaintBot"	2019-08-16	""	""
"WP3118"	"https://www.wikipathways.org/index.php/Pathway:WP3118"	"Monoamine transport"	"Bos taurus"	"117553"	"Mkutmon, MaintBot, Eweitz"	2021-05-21	""	""
"WP3119"	"https://www.wikipathways.org/index.php/Pathway:WP3119"	"DNA damage response"	"Bos taurus"	"116683"	"Mkutmon, MaintBot, Eweitz"	2021-05-09	""	""
"WP3120"	"https://www.wikipathways.org/index.php/Pathway:WP3120"	"Folate-alcohol and cancer pathway"	"Bos taurus"	"117516"	"Mkutmon, AlexanderPico, MaintBot, Eweitz"	2021-05-21	""	"- id: PW:0000605|,|  value: cancer pathway|,|  type: Pathway Ontology|;|- id: PW:0000013|,|  value: disease pathway|,|  type: Pathway Ontology"
"WP3121"	"https://www.wikipathways.org/index.php/Pathway:WP3121"	"Physiological and pathological hypertrophy of the heart"	"Bos taurus"	"116467"	"Mkutmon, Fehrhart, MaintBot, Eweitz"	2021-05-07	""	"- id: PW:0000296|,|  value: hypertrophic cardiomyopathy pathway|,|  type: Pathway Ontology"
"WP3122"	"https://www.wikipathways.org/index.php/Pathway:WP3122"	"Pilocytic astrocytoma"	"Bos taurus"	"105919"	"Mkutmon, AdoBioInfo, MaintBot"	2019-08-16	""	""
"WP3123"	"https://www.wikipathways.org/index.php/Pathway:WP3123"	"Histone modifications"	"Bos taurus"	"117544"	"Mkutmon, Eweitz"	2021-05-21	""	""
"WP3124"	"https://www.wikipathways.org/index.php/Pathway:WP3124"	"AGE/RAGE pathway"	"Bos taurus"	"89797"	"Mkutmon"	2016-10-06	""	""
"WP3125"	"https://www.wikipathways.org/index.php/Pathway:WP3125"	"One-carbon donor"	"Bos taurus"	"116585"	"Mkutmon, Elisa, Egonw, MaintBot, Eweitz"	2021-05-08	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP3126"	"https://www.wikipathways.org/index.php/Pathway:WP3126"	"Apoptosis-related network due to altered Notch3 in ovarian cancer"	"Bos taurus"	"108132"	"Mkutmon, Fehrhart"	2019-11-29	""	"- id: PW:0000605|,|  value: cancer pathway|,|  type: Pathway Ontology"
"WP3127"	"https://www.wikipathways.org/index.php/Pathway:WP3127"	"Cardiac progenitor differentiation"	"Bos taurus"	"117484"	"Mkutmon, Ariutta, Khanspers, MaintBot, Egonw, Eweitz"	2021-05-21	"CIRM_Related"	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology|;|- id: CL:0002098|,|  value: regular cardiac myocyte|,|  type: Cell Type"
"WP3129"	"https://www.wikipathways.org/index.php/Pathway:WP3129"	"Bladder cancer"	"Bos taurus"	"116692"	"Mkutmon, MaintBot, Ariutta, Egonw, Eweitz"	2021-05-09	""	"- id: PW:0000605|,|  value: cancer pathway|,|  type: Pathway Ontology|;|- id: DOID:11054|,|  value: urinary bladder cancer|,|  type: Disease"
"WP3130"	"https://www.wikipathways.org/index.php/Pathway:WP3130"	"SIDS susceptibility pathways"	"Bos taurus"	"117605"	"Mkutmon, Egonw, MaintBot, Eweitz"	2021-05-21	""	""
"WP3131"	"https://www.wikipathways.org/index.php/Pathway:WP3131"	"Constitutive androstane receptor pathway"	"Bos taurus"	"117492"	"Mkutmon, Ariutta, Eweitz"	2021-05-21	""	"- id: PW:0000003|,|  value: signaling pathway|,|  type: Pathway Ontology"
"WP3132"	"https://www.wikipathways.org/index.php/Pathway:WP3132"	"Regulation of toll-like receptor signaling pathway"	"Bos taurus"	"80689"	"Mkutmon"	2015-06-30	""	""
"WP3134"	"https://www.wikipathways.org/index.php/Pathway:WP3134"	"Mitochondrial gene expression"	"Bos taurus"	"117551"	"Mkutmon, MaintBot, Eweitz"	2021-05-21	""	""
"WP3135"	"https://www.wikipathways.org/index.php/Pathway:WP3135"	"Trans-sulfuration and one-carbon metabolism"	"Bos taurus"	"116581"	"Mkutmon, MirellaKalafati, MaintBot, Eweitz"	2021-05-08	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
